elevation (ft),volume (mg),fraction full
523.69,364275.0,0.8836
523.72,364500.0,0.8842
523.73,364575.0,0.8844
523.84,365400.0,0.8864
524.07,367125.0,0.8906
524.26,368550.0,0.894
524.38,369450.0,0.8962
524.45,369975.0,0.8975
524.48,370200.0,0.898
524.53,370575.0,0.8989
524.66,371550.0,0.9013
525.03,374325.0,0.908
525.2,375600.0,0.9111
525.33,376575.0,0.9135
525.39,377025.0,0.9146
525.53,378075.0,0.9171
525.76,379800.0,0.9213
525.87,380625.0,0.9233
526.01,381675.0,0.9259
526.17,382875.0,0.9288
526.3,383850.0,0.9311
526.39,384525.0,0.9328
526.45,384975.0,0.9339
526.5,385350.0,0.9348
526.6,386100.0,0.9366
526.63,386325.0,0.9371
526.68,386700.0,0.938
526.76,387300.0,0.9395
526.8,387600.0,0.9402
526.82,387750.0,0.9406
526.84,387900.0,0.941
526.98,388950.0,0.9435
527.15,390240.0,0.9466
527.29,391304.0,0.9492
527.45,392520.0,0.9522
527.68,394268.0,0.9564
527.79,395104.0,0.9584
527.88,395788.0,0.9601
527.95,396320.0,0.9614
527.95,396320.0,0.9614
528.0,396700.0,0.9623
528.09,397393.0,0.964
528.13,397701.0,0.9647
528.19,398163.0,0.9659
528.23,398471.0,0.9666
528.28,398856.0,0.9675
528.4,399780.0,0.9698
528.49,400473.0,0.9715
528.52,400704.0,0.972
528.56,401012.0,0.9728
528.61,401397.0,0.9737
528.65,401705.0,0.9744
528.65,401705.0,0.9744
528.7,402090.0,0.9754
528.77,402629.0,0.9767
528.83,403091.0,0.9778
528.85,403245.0,0.9782
528.87,403399.0,0.9786
528.95,404015.0,0.98
529.09,405106.0,0.9827
529.12,405341.0,0.9833
529.21,406046.0,0.985
529.35,407144.0,0.9876
529.41,407614.0,0.9888
529.47,408085.0,0.9899
529.5,408320.0,0.9905
529.52,408477.0,0.9909
529.53,408555.0,0.9911
529.56,408790.0,0.9916
529.63,409339.0,0.993
529.66,409574.0,0.9935
529.69,409810.0,0.9941
529.7,409888.0,0.9943
529.7,409888.0,0.9943
529.72,410045.0,0.9947
529.72,410045.0,0.9947
529.73,410123.0,0.9949
529.73,410123.0,0.9949
529.71,409966.0,0.9945
529.71,409966.0,0.9945
529.7,409888.0,0.9943
529.71,409966.0,0.9945
529.7,409888.0,0.9943
529.68,409731.0,0.9939
529.67,409653.0,0.9937
529.66,409574.0,0.9935
529.9,411456.0,0.9981
529.97,412005.0,0.9994
530.0,412240.0,1.0
530.05,412662.0,1.001
530.07,412830.0,1.0014
530.1,413083.0,1.002
530.09,412999.0,1.0018
530.09,412999.0,1.0018
530.08,412914.0,1.0016
530.07,412830.0,1.0014
530.07,412830.0,1.0014
530.07,412830.0,1.0014
530.05,412662.0,1.001
530.05,412662.0,1.001
530.02,412409.0,1.0004
529.96,411926.0,0.9992
529.96,411926.0,0.9992
529.89,411378.0,0.9979
529.94,411770.0,0.9989
529.93,411691.0,0.9987
529.91,411534.0,0.9983
529.87,411221.0,0.9975
529.85,411064.0,0.9971
529.85,411064.0,0.9971
529.81,410750.0,0.9964
529.78,410515.0,0.9958
529.75,410280.0,0.9952
529.7,409888.0,0.9943
529.67,409653.0,0.9937
529.69,409810.0,0.9941
529.62,409261.0,0.9928
529.6,409104.0,0.9924
529.55,408712.0,0.9914
529.57,408869.0,0.9918
529.53,408555.0,0.9911
529.5,408320.0,0.9905
529.48,408163.0,0.9901
529.47,408085.0,0.9899
529.44,407850.0,0.9893
529.42,407693.0,0.989
529.38,407379.0,0.9882
529.33,406987.0,0.9873
529.29,406674.0,0.9865
529.26,406438.0,0.9859
529.2,405968.0,0.9848
529.14,405498.0,0.9836
529.09,405106.0,0.9827
529.06,404870.0,0.9821
528.99,404323.0,0.9808
529.02,404557.0,0.9814
528.97,404169.0,0.9804
528.92,403784.0,0.9795
528.87,403399.0,0.9786
528.83,403091.0,0.9778
528.76,402552.0,0.9765
528.78,402706.0,0.9769
528.82,403014.0,0.9776
528.78,402706.0,0.9769
528.75,402475.0,0.9763
528.71,402167.0,0.9756
528.7,402090.0,0.9754
528.66,401782.0,0.9746
528.64,401628.0,0.9743
528.61,401397.0,0.9737
528.57,401089.0,0.973
528.5,400550.0,0.9716
528.53,400781.0,0.9722
528.49,400473.0,0.9715
528.45,400165.0,0.9707
528.41,399857.0,0.97
528.37,399549.0,0.9692
528.33,399241.0,0.9685
528.33,399241.0,0.9685
528.28,398856.0,0.9675
528.24,398548.0,0.9668
528.18,398086.0,0.9657
528.16,397932.0,0.9653
528.14,397778.0,0.9649
528.09,397393.0,0.964
528.05,397085.0,0.9632
528.0,396700.0,0.9623
528.0,396700.0,0.9623
527.98,396548.0,0.9619
527.98,396548.0,0.9619
527.97,396472.0,0.9618
528.15,397855.0,0.9651
528.45,400165.0,0.9707
528.67,401859.0,0.9748
528.71,402167.0,0.9756
528.74,402398.0,0.9761
528.82,403014.0,0.9776
528.81,402937.0,0.9774
528.81,402937.0,0.9774
528.81,402937.0,0.9774
528.79,402783.0,0.9771
528.75,402475.0,0.9763
528.72,402244.0,0.9758
528.67,401859.0,0.9748
528.63,401551.0,0.9741
528.59,401243.0,0.9733
528.59,401243.0,0.9733
528.65,401705.0,0.9744
528.65,401705.0,0.9744
528.64,401628.0,0.9743
528.66,401782.0,0.9746
528.64,401628.0,0.9743
528.64,401628.0,0.9743
528.63,401551.0,0.9741
528.59,401243.0,0.9733
528.55,400935.0,0.9726
528.52,400704.0,0.972
528.49,400473.0,0.9715
528.46,400242.0,0.9709
528.44,400088.0,0.9705
528.4,399780.0,0.9698
528.35,399395.0,0.9688
528.29,398933.0,0.9677
528.24,398548.0,0.9668
528.19,398163.0,0.9659
528.14,397778.0,0.9649
528.07,397239.0,0.9636
528.02,396854.0,0.9627
527.97,396472.0,0.9618
527.91,396016.0,0.9606
527.88,395788.0,0.9601
527.86,395636.0,0.9597
527.82,395332.0,0.959
527.77,394952.0,0.9581
527.7,394420.0,0.9568
527.68,394268.0,0.9564
527.74,394724.0,0.9575
528.2,398240.0,0.966
528.26,398702.0,0.9672
528.28,398856.0,0.9675
528.42,399934.0,0.9701
528.44,400088.0,0.9705
528.41,399857.0,0.97
528.44,400088.0,0.9705
528.46,400242.0,0.9709
528.48,400396.0,0.9713
528.5,400550.0,0.9716
528.48,400396.0,0.9713
528.46,400242.0,0.9709
528.43,400011.0,0.9703
528.41,399857.0,0.97
528.38,399626.0,0.9694
528.4,399780.0,0.9698
528.38,399626.0,0.9694
528.37,399549.0,0.9692
528.36,399472.0,0.969
528.37,399549.0,0.9692
528.46,400242.0,0.9709
528.52,400704.0,0.972
528.54,400858.0,0.9724
528.55,400935.0,0.9726
528.54,400858.0,0.9724
528.53,400781.0,0.9722
528.47,400319.0,0.9711
528.46,400242.0,0.9709
528.44,400088.0,0.9705
528.42,399934.0,0.9701
528.38,399626.0,0.9694
528.34,399318.0,0.9687
528.3,399010.0,0.9679
528.28,398856.0,0.9675
528.27,398779.0,0.9673
528.23,398471.0,0.9666
528.2,398240.0,0.966
528.16,397932.0,0.9653
528.14,397778.0,0.9649
528.09,397393.0,0.964
528.1,397470.0,0.9642
528.06,397162.0,0.9634
528.02,396854.0,0.9627
527.95,396320.0,0.9614
527.91,396016.0,0.9606
527.9,395940.0,0.9605
527.85,395560.0,0.9595
527.81,395256.0,0.9588
527.78,395028.0,0.9582
527.9,395940.0,0.9605
527.91,396016.0,0.9606
527.9,395940.0,0.9605
527.94,396244.0,0.9612
527.95,396320.0,0.9614
527.93,396168.0,0.961
527.93,396168.0,0.961
527.94,396244.0,0.9612
527.92,396092.0,0.9608
527.9,395940.0,0.9605
527.9,395940.0,0.9605
527.92,396092.0,0.9608
527.92,396092.0,0.9608
527.91,396016.0,0.9606
527.94,396244.0,0.9612
527.94,396244.0,0.9612
527.94,396244.0,0.9612
527.95,396320.0,0.9614
527.96,396396.0,0.9616
527.98,396548.0,0.9619
527.97,396472.0,0.9618
528.02,396854.0,0.9627
528.04,397008.0,0.9631
528.06,397162.0,0.9634
528.04,397008.0,0.9631
527.99,396624.0,0.9621
527.97,396472.0,0.9618
527.95,396320.0,0.9614
527.91,396016.0,0.9606
527.9,395940.0,0.9605
527.93,396168.0,0.961
528.01,396777.0,0.9625
528.03,396931.0,0.9629
528.05,397085.0,0.9632
528.06,397162.0,0.9634
528.07,397239.0,0.9636
528.18,398086.0,0.9657
528.19,398163.0,0.9659
528.23,398471.0,0.9666
528.23,398471.0,0.9666
528.27,398779.0,0.9673
528.29,398933.0,0.9677
528.3,399010.0,0.9679
528.3,399010.0,0.9679
528.3,399010.0,0.9679
528.3,399010.0,0.9679
528.45,400165.0,0.9707
528.82,403014.0,0.9776
529.02,404557.0,0.9814
529.1,405184.0,0.9829
529.16,405654.0,0.984
529.23,406203.0,0.9854
529.32,406909.0,0.9871
529.34,407066.0,0.9874
529.39,407458.0,0.9884
529.48,408163.0,0.9901
529.52,408477.0,0.9909
529.52,408477.0,0.9909
529.53,408555.0,0.9911
529.52,408477.0,0.9909
529.54,408634.0,0.9913
529.67,409653.0,0.9937
529.69,409810.0,0.9941
529.8,410672.0,0.9962
529.89,411378.0,0.9979
529.93,411691.0,0.9987
529.96,411926.0,0.9992
530.0,412240.0,1.0
530.0,412240.0,1.0
530.01,412324.0,1.0002
530.04,412577.0,1.0008
530.03,412493.0,1.0006
530.03,412493.0,1.0006
530.09,412999.0,1.0018
530.12,413252.0,1.0025
530.14,413421.0,1.0029
530.14,413421.0,1.0029
530.21,414014.0,1.0043
530.17,413675.0,1.0035
530.16,413591.0,1.0033
530.14,413421.0,1.0029
530.13,413337.0,1.0027
530.11,413168.0,1.0023
530.09,412999.0,1.0018
530.11,413168.0,1.0023
530.11,413168.0,1.0023
530.1,413083.0,1.002
530.09,412999.0,1.0018
530.07,412830.0,1.0014
530.07,412830.0,1.0014
530.06,412746.0,1.0012
530.04,412577.0,1.0008
530.03,412493.0,1.0006
530.02,412409.0,1.0004
530.03,412493.0,1.0006
530.1,413083.0,1.002
530.1,413083.0,1.002
530.08,412914.0,1.0016
530.06,412746.0,1.0012
530.06,412746.0,1.0012
530.05,412662.0,1.001
530.05,412662.0,1.001
530.03,412493.0,1.0006
530.01,412324.0,1.0002
530.0,412240.0,1.0
529.99,412162.0,0.9998
529.97,412005.0,0.9994
529.97,412005.0,0.9994
529.97,412005.0,0.9994
529.97,412005.0,0.9994
529.97,412005.0,0.9994
529.97,412005.0,0.9994
529.97,412005.0,0.9994
529.97,412005.0,0.9994
529.96,411926.0,0.9992
529.96,411926.0,0.9992
529.98,412083.0,0.9996
529.97,412005.0,0.9994
529.96,411926.0,0.9992
529.97,412005.0,0.9994
529.97,412005.0,0.9994
529.97,412005.0,0.9994
529.96,411926.0,0.9992
529.94,411770.0,0.9989
529.94,411770.0,0.9989
530.01,412324.0,1.0002
530.02,412409.0,1.0004
530.09,412999.0,1.0018
530.09,412999.0,1.0018
530.08,412914.0,1.0016
530.07,412830.0,1.0014
530.06,412746.0,1.0012
530.05,412662.0,1.001
530.07,412830.0,1.0014
530.16,413591.0,1.0033
530.18,413760.0,1.0037
530.22,414099.0,1.0045
530.27,414523.0,1.0055
530.3,414778.0,1.0062
530.3,414778.0,1.0062
530.3,414778.0,1.0062
530.3,414778.0,1.0062
530.29,414693.0,1.006
530.29,414693.0,1.006
530.31,414863.0,1.0064
530.31,414863.0,1.0064
530.32,414948.0,1.0066
530.3,414778.0,1.0062
530.29,414693.0,1.006
530.31,414863.0,1.0064
530.28,414608.0,1.0057
530.27,414523.0,1.0055
530.29,414693.0,1.006
530.27,414523.0,1.0055
530.31,414863.0,1.0064
530.29,414693.0,1.006
530.32,414948.0,1.0066
530.31,414863.0,1.0064
530.33,415033.0,1.0068
530.33,415033.0,1.0068
530.36,415289.0,1.0074
530.38,415459.0,1.0078
530.38,415459.0,1.0078
530.44,415971.0,1.009
530.42,415800.0,1.0086
530.39,415544.0,1.008
530.38,415459.0,1.0078
530.44,415971.0,1.009
530.43,415885.0,1.0088
530.36,415289.0,1.0074
530.35,415204.0,1.0072
530.35,415204.0,1.0072
530.32,414948.0,1.0066
530.28,414608.0,1.0057
530.26,414438.0,1.0053
530.25,414354.0,1.0051
530.23,414184.0,1.0047
530.26,414438.0,1.0053
530.3,414778.0,1.0062
530.31,414863.0,1.0064
530.3,414778.0,1.0062
530.29,414693.0,1.006
530.28,414608.0,1.0057
530.28,414608.0,1.0057
530.25,414354.0,1.0051
530.26,414438.0,1.0053
530.2,413929.0,1.0041
530.15,413506.0,1.0031
530.17,413675.0,1.0035
530.17,413675.0,1.0035
530.15,413506.0,1.0031
530.16,413591.0,1.0033
530.18,413760.0,1.0037
530.27,414523.0,1.0055
530.31,414863.0,1.0064
530.32,414948.0,1.0066
530.38,415459.0,1.0078
530.34,415118.0,1.007
530.32,414948.0,1.0066
530.26,414438.0,1.0053
530.2,413929.0,1.0041
530.19,413844.0,1.0039
530.17,413675.0,1.0035
530.17,413675.0,1.0035
530.16,413591.0,1.0033
530.12,413252.0,1.0025
530.07,412830.0,1.0014
530.04,412577.0,1.0008
530.0,412240.0,1.0
529.97,412005.0,0.9994
529.92,411613.0,0.9985
529.9,411456.0,0.9981
529.85,411064.0,0.9971
529.81,410750.0,0.9964
529.81,410750.0,0.9964
529.78,410515.0,0.9958
529.76,410358.0,0.9954
529.72,410045.0,0.9947
529.67,409653.0,0.9937
529.64,409418.0,0.9932
529.63,409339.0,0.993
529.56,408790.0,0.9916
529.53,408555.0,0.9911
529.48,408163.0,0.9901
529.43,407771.0,0.9892
529.4,407536.0,0.9886
529.34,407066.0,0.9874
529.33,406987.0,0.9873
529.29,406674.0,0.9865
529.37,407301.0,0.988
529.38,407379.0,0.9882
529.45,407928.0,0.9895
529.48,408163.0,0.9901
529.5,408320.0,0.9905
529.48,408163.0,0.9901
529.46,408006.0,0.9897
529.63,409339.0,0.993
529.68,409731.0,0.9939
529.72,410045.0,0.9947
529.75,410280.0,0.9952
529.75,410280.0,0.9952
529.75,410280.0,0.9952
529.75,410280.0,0.9952
529.72,410045.0,0.9947
529.73,410123.0,0.9949
529.74,410202.0,0.9951
529.74,410202.0,0.9951
529.75,410280.0,0.9952
529.79,410594.0,0.996
529.92,411613.0,0.9985
529.96,411926.0,0.9992
530.02,412409.0,1.0004
530.0,412240.0,1.0
530.01,412324.0,1.0002
530.0,412240.0,1.0
530.03,412493.0,1.0006
530.05,412662.0,1.001
530.03,412493.0,1.0006
529.99,412162.0,0.9998
529.99,412162.0,0.9998
529.97,412005.0,0.9994
529.94,411770.0,0.9989
529.9,411456.0,0.9981
529.88,411299.0,0.9977
529.86,411142.0,0.9973
529.95,411848.0,0.999
529.94,411770.0,0.9989
529.93,411691.0,0.9987
529.92,411613.0,0.9985
529.98,412083.0,0.9996
529.96,411926.0,0.9992
530.21,414014.0,1.0043
530.28,414608.0,1.0057
530.31,414863.0,1.0064
530.33,415033.0,1.0068
530.34,415118.0,1.007
530.3,414778.0,1.0062
530.28,414608.0,1.0057
530.25,414354.0,1.0051
530.33,415033.0,1.0068
530.31,414863.0,1.0064
530.28,414608.0,1.0057
530.24,414269.0,1.0049
530.18,413760.0,1.0037
530.16,413591.0,1.0033
530.12,413252.0,1.0025
530.06,412746.0,1.0012
530.02,412409.0,1.0004
529.98,412083.0,0.9996
529.95,411848.0,0.999
529.92,411613.0,0.9985
529.89,411378.0,0.9979
529.85,411064.0,0.9971
529.81,410750.0,0.9964
529.77,410437.0,0.9956
529.73,410123.0,0.9949
529.69,409810.0,0.9941
529.65,409496.0,0.9933
529.62,409261.0,0.9928
529.56,408790.0,0.9916
529.57,408869.0,0.9918
529.59,409026.0,0.9922
529.61,409182.0,0.9926
529.56,408790.0,0.9916
529.49,408242.0,0.9903
529.45,407928.0,0.9895
529.38,407379.0,0.9882
529.43,407771.0,0.9892
529.4,407536.0,0.9886
529.34,407066.0,0.9874
529.3,406752.0,0.9867
529.25,406360.0,0.9857
529.2,405968.0,0.9848
529.16,405654.0,0.984
529.1,405184.0,0.9829
529.04,404714.0,0.9817
528.95,404015.0,0.98
528.89,403553.0,0.9789
528.85,403245.0,0.9782
528.78,402706.0,0.9769
528.71,402167.0,0.9756
528.67,401859.0,0.9748
528.61,401397.0,0.9737
528.54,400858.0,0.9724
528.47,400319.0,0.9711
528.44,400088.0,0.9705
528.38,399626.0,0.9694
528.29,398933.0,0.9677
528.23,398471.0,0.9666
528.17,398009.0,0.9655
528.11,397547.0,0.9644
528.04,397008.0,0.9631
527.99,396624.0,0.9621
527.97,396472.0,0.9618
527.94,396244.0,0.9612
527.84,395484.0,0.9594
527.81,395256.0,0.9588
527.76,394876.0,0.9579
527.73,394648.0,0.9573
527.67,394192.0,0.9562
527.6,393660.0,0.9549
527.54,393204.0,0.9538
527.53,393128.0,0.9536
527.55,393280.0,0.954
527.53,393128.0,0.9536
527.49,392824.0,0.9529
527.47,392672.0,0.9525
527.47,392672.0,0.9525
527.41,392216.0,0.9514
527.4,392140.0,0.9512
527.34,391684.0,0.9501
527.29,391304.0,0.9492
527.26,391076.0,0.9487
527.22,390772.0,0.9479
527.19,390544.0,0.9474
527.15,390240.0,0.9466
527.05,389480.0,0.9448
527.05,389480.0,0.9448
527.02,389252.0,0.9442
526.97,388875.0,0.9433
526.93,388575.0,0.9426
526.88,388200.0,0.9417
526.88,388200.0,0.9417
526.87,388125.0,0.9415
526.95,388725.0,0.943
526.94,388650.0,0.9428
526.94,388650.0,0.9428
526.94,388650.0,0.9428
527.03,389328.0,0.9444
527.02,389252.0,0.9442
527.01,389176.0,0.9441
527.05,389480.0,0.9448
527.05,389480.0,0.9448
527.03,389328.0,0.9444
527.01,389176.0,0.9441
526.98,388950.0,0.9435
526.99,389025.0,0.9437
526.94,388650.0,0.9428
526.92,388500.0,0.9424
526.92,388500.0,0.9424
526.89,388275.0,0.9419
526.89,388275.0,0.9419
526.87,388125.0,0.9415
526.87,388125.0,0.9415
526.87,388125.0,0.9415
526.87,388125.0,0.9415
526.87,388125.0,0.9415
526.88,388200.0,0.9417
526.86,388050.0,0.9413
526.84,387900.0,0.941
526.85,387975.0,0.9411
526.92,388500.0,0.9424
526.95,388725.0,0.943
526.96,388800.0,0.9431
526.98,388950.0,0.9435
526.98,388950.0,0.9435
526.99,389025.0,0.9437
527.02,389252.0,0.9442
527.03,389328.0,0.9444
527.03,389328.0,0.9444
527.05,389480.0,0.9448
527.08,389708.0,0.9453
527.07,389632.0,0.9452
527.13,390088.0,0.9463
527.22,390772.0,0.9479
527.26,391076.0,0.9487
527.26,391076.0,0.9487
527.25,391000.0,0.9485
527.25,391000.0,0.9485
527.27,391152.0,0.9488
527.3,391380.0,0.9494
527.28,391228.0,0.949
527.29,391304.0,0.9492
527.3,391380.0,0.9494
527.34,391684.0,0.9501
527.34,391684.0,0.9501
527.4,392140.0,0.9512
527.42,392292.0,0.9516
527.42,392292.0,0.9516
527.44,392444.0,0.952
527.44,392444.0,0.952
527.43,392368.0,0.9518
527.43,392368.0,0.9518
527.42,392292.0,0.9516
527.45,392520.0,0.9522
527.46,392596.0,0.9523
527.48,392748.0,0.9527
527.53,393128.0,0.9536
527.58,393508.0,0.9546
527.61,393736.0,0.9551
527.62,393812.0,0.9553
527.64,393964.0,0.9557
527.67,394192.0,0.9562
527.7,394420.0,0.9568
527.7,394420.0,0.9568
527.71,394496.0,0.957
527.72,394572.0,0.9571
527.73,394648.0,0.9573
527.75,394800.0,0.9577
527.77,394952.0,0.9581
527.79,395104.0,0.9584
527.78,395028.0,0.9582
527.79,395104.0,0.9584
527.79,395104.0,0.9584
527.8,395180.0,0.9586
527.81,395256.0,0.9588
527.8,395180.0,0.9586
527.79,395104.0,0.9584
527.8,395180.0,0.9586
527.86,395636.0,0.9597
527.83,395408.0,0.9592
527.85,395560.0,0.9595
527.86,395636.0,0.9597
527.86,395636.0,0.9597
527.86,395636.0,0.9597
527.87,395712.0,0.9599
527.87,395712.0,0.9599
527.98,396548.0,0.9619
528.06,397162.0,0.9634
528.11,397547.0,0.9644
528.16,397932.0,0.9653
528.18,398086.0,0.9657
528.2,398240.0,0.966
528.19,398163.0,0.9659
528.22,398394.0,0.9664
528.24,398548.0,0.9668
528.25,398625.0,0.967
528.26,398702.0,0.9672
528.29,398933.0,0.9677
528.29,398933.0,0.9677
528.29,398933.0,0.9677
528.3,399010.0,0.9679
528.33,399241.0,0.9685
528.33,399241.0,0.9685
528.33,399241.0,0.9685
528.35,399395.0,0.9688
528.34,399318.0,0.9687
528.34,399318.0,0.9687
528.37,399549.0,0.9692
528.4,399780.0,0.9698
528.4,399780.0,0.9698
528.41,399857.0,0.97
528.4,399780.0,0.9698
528.39,399703.0,0.9696
528.38,399626.0,0.9694
528.37,399549.0,0.9692
528.45,400165.0,0.9707
528.48,400396.0,0.9713
528.69,402013.0,0.9752
528.79,402783.0,0.9771
528.84,403168.0,0.978
528.88,403476.0,0.9787
528.91,403707.0,0.9793
528.95,404015.0,0.98
528.97,404169.0,0.9804
529.0,404400.0,0.981
529.01,404478.0,0.9812
529.01,404478.0,0.9812
529.04,404714.0,0.9817
529.06,404870.0,0.9821
529.09,405106.0,0.9827
529.11,405262.0,0.9831
529.15,405576.0,0.9838
529.18,405811.0,0.9844
529.32,406909.0,0.9871
529.4,407536.0,0.9886
529.46,408006.0,0.9897
529.51,408398.0,0.9907
529.54,408634.0,0.9913
529.57,408869.0,0.9918
529.59,409026.0,0.9922
529.6,409104.0,0.9924
529.62,409261.0,0.9928
529.75,410280.0,0.9952
529.83,410907.0,0.9968
529.85,411064.0,0.9971
529.94,411770.0,0.9989
529.95,411848.0,0.999
529.93,411691.0,0.9987
530.0,412240.0,1.0
530.26,414438.0,1.0053
530.48,416312.0,1.0099
530.56,416997.0,1.0115
530.58,417169.0,1.012
530.56,416997.0,1.0115
530.54,416826.0,1.0111
530.52,416654.0,1.0107
530.49,416398.0,1.0101
530.47,416227.0,1.0097
530.45,416056.0,1.0093
530.41,415714.0,1.0084
530.4,415629.0,1.0082
530.36,415289.0,1.0074
530.33,415033.0,1.0068
530.32,414948.0,1.0066
530.29,414693.0,1.006
530.26,414438.0,1.0053
530.25,414354.0,1.0051
530.25,414354.0,1.0051
530.24,414269.0,1.0049
530.24,414269.0,1.0049
530.21,414014.0,1.0043
530.2,413929.0,1.0041
530.17,413675.0,1.0035
530.17,413675.0,1.0035
530.14,413421.0,1.0029
530.11,413168.0,1.0023
530.11,413168.0,1.0023
530.1,413083.0,1.002
530.07,412830.0,1.0014
530.05,412662.0,1.001
530.03,412493.0,1.0006
530.03,412493.0,1.0006
530.01,412324.0,1.0002
530.0,412240.0,1.0
529.99,412162.0,0.9998
529.98,412083.0,0.9996
529.96,411926.0,0.9992
529.91,411534.0,0.9983
529.9,411456.0,0.9981
529.88,411299.0,0.9977
529.83,410907.0,0.9968
529.8,410672.0,0.9962
529.74,410202.0,0.9951
529.74,410202.0,0.9951
529.73,410123.0,0.9949
529.72,410045.0,0.9947
529.71,409966.0,0.9945
529.7,409888.0,0.9943
529.69,409810.0,0.9941
529.73,410123.0,0.9949
529.69,409810.0,0.9941
529.67,409653.0,0.9937
529.63,409339.0,0.993
529.6,409104.0,0.9924
529.56,408790.0,0.9916
529.52,408477.0,0.9909
529.48,408163.0,0.9901
529.51,408398.0,0.9907
529.46,408006.0,0.9897
529.41,407614.0,0.9888
529.42,407693.0,0.989
529.37,407301.0,0.988
529.33,406987.0,0.9873
529.36,407222.0,0.9878
529.3,406752.0,0.9867
529.3,406752.0,0.9867
529.27,406517.0,0.9861
529.24,406282.0,0.9855
529.23,406203.0,0.9854
529.17,405733.0,0.9842
529.11,405262.0,0.9831
529.11,405262.0,0.9831
529.11,405262.0,0.9831
529.06,404870.0,0.9821
529.11,405262.0,0.9831
529.07,404949.0,0.9823
529.05,404792.0,0.9819
528.99,404323.0,0.9808
528.97,404169.0,0.9804
528.92,403784.0,0.9795
528.88,403476.0,0.9787
528.83,403091.0,0.9778
528.8,402860.0,0.9772
528.76,402552.0,0.9765
528.73,402321.0,0.9759
528.68,401936.0,0.975
528.67,401859.0,0.9748
528.6,401320.0,0.9735
528.57,401089.0,0.973
528.5,400550.0,0.9716
528.48,400396.0,0.9713
528.42,399934.0,0.9701
528.34,399318.0,0.9687
528.29,398933.0,0.9677
528.23,398471.0,0.9666
528.18,398086.0,0.9657
528.14,397778.0,0.9649
528.09,397393.0,0.964
528.05,397085.0,0.9632
528.0,396700.0,0.9623
527.95,396320.0,0.9614
527.87,395712.0,0.9599
527.86,395636.0,0.9597
527.8,395180.0,0.9586
527.75,394800.0,0.9577
527.72,394572.0,0.9571
527.72,394572.0,0.9571
527.63,393888.0,0.9555
527.68,394268.0,0.9564
527.63,393888.0,0.9555
527.59,393584.0,0.9547
527.57,393432.0,0.9544
527.53,393128.0,0.9536
527.48,392748.0,0.9527
527.45,392520.0,0.9522
527.46,392596.0,0.9523
527.43,392368.0,0.9518
527.39,392064.0,0.9511
527.33,391608.0,0.95
527.29,391304.0,0.9492
527.22,390772.0,0.9479
527.2,390620.0,0.9476
527.13,390088.0,0.9463
527.06,389556.0,0.945
527.01,389176.0,0.9441
526.95,388725.0,0.943
526.88,388200.0,0.9417
526.84,387900.0,0.941
526.81,387675.0,0.9404
526.75,387225.0,0.9393
526.69,386775.0,0.9382
526.64,386400.0,0.9373
526.61,386175.0,0.9368
526.58,385950.0,0.9362
526.52,385500.0,0.9351
526.47,385125.0,0.9342
526.4,384600.0,0.933
526.34,384150.0,0.9319
526.31,383925.0,0.9313
526.32,384000.0,0.9315
526.26,383550.0,0.9304
526.21,383175.0,0.9295
526.15,382725.0,0.9284
526.08,382200.0,0.9271
526.07,382125.0,0.9269
526.13,382575.0,0.928
526.09,382275.0,0.9273
526.02,381750.0,0.926
525.94,381150.0,0.9246
525.89,380775.0,0.9237
525.84,380400.0,0.9228
525.79,380025.0,0.9219
525.76,379800.0,0.9213
525.71,379425.0,0.9204
525.66,379050.0,0.9195
525.64,378900.0,0.9191
525.62,378750.0,0.9188
525.59,378525.0,0.9182
525.51,377925.0,0.9168
525.47,377625.0,0.916
525.41,377175.0,0.9149
525.35,376725.0,0.9138
525.3,376350.0,0.9129
525.25,375975.0,0.912
525.15,375225.0,0.9102
525.09,374775.0,0.9091
525.04,374400.0,0.9082
524.98,373950.0,0.9071
524.9,373350.0,0.9057
524.85,372975.0,0.9048
524.82,372750.0,0.9042
524.77,372375.0,0.9033
524.72,372000.0,0.9024
524.68,371700.0,0.9017
524.59,371025.0,0.9
524.52,370500.0,0.8987
524.51,370425.0,0.8986
524.43,369825.0,0.8971
524.4,369600.0,0.8966
524.37,369375.0,0.896
524.34,369150.0,0.8955
524.32,369000.0,0.8951
524.27,368625.0,0.8942
524.28,368700.0,0.8944
524.36,369300.0,0.8958
524.58,370950.0,0.8998
524.59,371025.0,0.9
524.6,371100.0,0.9002
524.55,370725.0,0.8993
524.49,370275.0,0.8982
524.43,369825.0,0.8971
524.39,369525.0,0.8964
524.34,369150.0,0.8955
524.28,368700.0,0.8944
524.23,368325.0,0.8935
524.2,368100.0,0.8929
524.19,368025.0,0.8927
524.19,368025.0,0.8927
524.29,368775.0,0.8946
524.28,368700.0,0.8944
524.26,368550.0,0.894
524.27,368625.0,0.8942
524.27,368625.0,0.8942
524.25,368475.0,0.8938
524.19,368025.0,0.8927
524.15,367725.0,0.892
524.09,367275.0,0.8909
524.04,366900.0,0.89
524.0,366600.0,0.8893
523.93,366075.0,0.888
523.91,365925.0,0.8877
523.96,366300.0,0.8886
523.92,366000.0,0.8878
523.83,365325.0,0.8862
523.78,364950.0,0.8853
523.73,364575.0,0.8844
523.69,364275.0,0.8836
523.65,363975.0,0.8829
523.62,363750.0,0.8824
